customer_id,touches,purchases,revenue,clicks,impressions,email_share,search_share,desktop_share,recency_days,days_since_last_touch,ctr,was_buyer_2024,customer_age,customer_segment,region,tenure_months,loyalty_member,email_opt_in,past_purchases_12m,app_sessions_30d,churned,churn_probability
C01842,3.0,2.0,728.0799999999999,0.0,49.0,0.0,0.0,0.3333333333333333,50.0,50.0,0.0,1.0,38,Loyal,Czech Republic,27,0,1,5,27,1,0.7075875411241777
C00646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,36,New,Central Slovakia,2,0,1,1,4,1,0.9027595281369181
C01323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,38,Regular,Bratislava,17,1,0,0,3,1,0.8925280775924428
C00259,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,999.0,302.0,0.2,0.0,36,Regular,Bratislava,21,0,0,0,1,1,0.9177348624207464
C01984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,35,Loyal,Czech Republic,16,0,0,3,1,1,0.8181773493101927
C01158,2.0,0.0,0.0,0.0,15.0,0.5,0.0,0.0,999.0,154.0,0.0,0.0,56,New,Central Slovakia,49,0,1,3,9,1,0.8446777869245813
C00170,1.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,999.0,93.0,0.08333333333333333,0.0,38,At-Risk,Western Slovakia,58,0,0,0,3,1,0.961650314061389
C01637,3.0,0.0,0.0,0.0,15.0,0.3333333333333333,0.3333333333333333,0.0,999.0,3.0,0.0,0.0,18,At-Risk,Western Slovakia,27,0,0,3,0,1,0.9291061213257361
C00188,3.0,1.0,240.98,1.0,19.0,0.0,0.6666666666666666,0.6666666666666666,7.0,7.0,0.05263157894736842,1.0,23,Regular,Central Slovakia,55,1,1,3,5,1,0.7826599275170729
C00888,1.0,0.0,0.0,1.0,9.0,0.0,0.0,1.0,999.0,96.0,0.1111111111111111,0.0,33,New,Central Slovakia,6,0,0,3,5,0,0.8428026182019813
C01013,2.0,0.0,0.0,1.0,12.0,0.5,0.0,1.0,999.0,174.0,0.08333333333333333,0.0,32,New,Bratislava,56,0,1,1,11,0,0.807014856963994
C00774,2.0,0.0,0.0,0.0,13.0,0.5,0.0,0.0,999.0,96.0,0.0,0.0,54,Regular,Bratislava,26,0,1,0,2,1,0.8865663012349672
C01856,2.0,0.0,0.0,2.0,10.0,0.0,0.5,0.0,999.0,16.0,0.2,0.0,30,New,Bratislava,47,0,1,0,3,1,0.8872493007648792
C02190,4.0,0.0,0.0,2.0,28.0,0.0,0.25,0.75,999.0,122.0,0.07142857142857142,0.0,45,Regular,Western Slovakia,22,0,0,2,18,1,0.6970649625356868
C00910,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,999.0,117.0,0.0,0.0,25,Regular,Eastern Slovakia,1,0,0,0,0,1,0.8825727937862495
C01160,6.0,2.0,261.22,5.0,44.0,0.3333333333333333,0.16666666666666666,0.0,101.0,67.0,0.11363636363636363,1.0,21,New,Central Slovakia,60,0,0,2,2,1,0.863081483775861
C00285,1.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,999.0,236.0,0.0,0.0,25,At-Risk,Czech Republic,59,1,0,1,3,1,0.9321085591935728
C01179,2.0,0.0,0.0,2.0,9.0,0.5,0.5,0.5,999.0,114.0,0.2222222222222222,0.0,42,At-Risk,Bratislava,40,0,1,3,1,0,0.9133439107024459
C02083,3.0,0.0,0.0,0.0,19.0,0.0,0.3333333333333333,0.3333333333333333,999.0,27.0,0.0,0.0,24,New,Central Slovakia,54,1,1,2,4,1,0.7796213934031615
C01560,3.0,0.0,0.0,2.0,20.0,0.3333333333333333,0.0,0.3333333333333333,999.0,106.0,0.1,0.0,36,Loyal,Eastern Slovakia,47,0,1,5,18,0,0.5072899195614962
C00785,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,999.0,252.0,0.0,0.0,38,At-Risk,Central Slovakia,40,0,0,1,3,1,0.960714195413242
C01524,2.0,0.0,0.0,0.0,21.0,0.0,0.5,0.0,999.0,0.0,0.0,0.0,36,Loyal,Czech Republic,50,0,1,1,15,1,0.7646430482899522
C01618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,18,New,Bratislava,67,1,1,1,2,1,0.8772496949480637
C01411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,33,New,Central Slovakia,5,1,1,3,3,1,0.8390912747874992
C01994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,50,Regular,Eastern Slovakia,60,1,0,2,12,1,0.8459839818649695
C01452,2.0,0.0,0.0,0.0,8.0,0.5,0.0,0.0,999.0,73.0,0.0,0.0,44,New,Bratislava,40,1,1,2,3,0,0.820064704756228
C00163,3.0,1.0,215.41,1.0,16.0,0.0,0.6666666666666666,0.0,262.0,171.0,0.0625,1.0,64,Regular,Central Slovakia,60,1,1,3,3,1,0.7937456080326235
C01553,6.0,0.0,0.0,1.0,34.0,0.3333333333333333,0.0,0.16666666666666666,999.0,107.0,0.029411764705882353,0.0,31,Regular,Central Slovakia,67,1,1,3,5,1,0.6033303147467585
C00006,1.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,999.0,148.0,0.0,0.0,22,Regular,Western Slovakia,10,0,1,1,9,1,0.8677848937517556
C00861,2.0,0.0,0.0,0.0,15.0,0.0,0.5,1.0,999.0,70.0,0.0,0.0,26,Regular,Western Slovakia,40,1,1,5,13,1,0.5723728432831536
C01322,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,999.0,257.0,0.0,0.0,31,New,Eastern Slovakia,42,0,0,0,5,1,0.9287521450623114
C01763,1.0,0.0,0.0,2.0,14.0,0.0,0.0,1.0,999.0,284.0,0.14285714285714285,0.0,30,At-Risk,Western Slovakia,14,0,0,0,3,1,0.9458416889255619
C00412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,18,Regular,Eastern Slovakia,66,0,0,0,3,1,0.9250849396810158
C01684,2.0,0.0,0.0,0.0,17.0,0.0,0.0,1.0,999.0,102.0,0.0,0.0,53,New,Bratislava,14,0,0,0,4,1,0.893954798671368
C00200,3.0,1.0,182.9,2.0,33.0,0.3333333333333333,0.0,0.0,5.0,2.0,0.06060606060606061,1.0,36,Regular,Western Slovakia,12,0,1,1,11,0,0.8945907614865127
C01212,8.0,1.0,480.47,0.0,44.0,0.25,0.125,0.0,301.0,51.0,0.0,1.0,32,Loyal,Bratislava,10,1,1,7,17,0,0.28614657873340504
C00551,1.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,999.0,304.0,0.1111111111111111,0.0,43,At-Risk,Bratislava,34,0,0,0,6,1,0.9666671663032548
C00968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,29,New,Czech Republic,44,0,0,0,0,1,0.9424244264717309
C00324,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,999.0,316.0,0.0,0.0,47,Loyal,Western Slovakia,49,1,1,2,5,0,0.6331437720047176
C02126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,40,New,Central Slovakia,64,0,1,6,8,1,0.8135994366029319
C00281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,44,Regular,Western Slovakia,12,0,0,1,1,1,0.8995327413371366
C01546,1.0,0.0,0.0,1.0,7.0,0.0,1.0,0.0,999.0,250.0,0.14285714285714285,0.0,35,Regular,Western Slovakia,68,1,1,2,3,1,0.8050960322089566
C01080,2.0,0.0,0.0,1.0,8.0,0.5,0.5,0.0,999.0,148.0,0.125,0.0,55,New,Eastern Slovakia,1,0,1,0,4,1,0.9014079620067937
C00837,1.0,0.0,0.0,2.0,8.0,0.0,1.0,0.0,999.0,273.0,0.25,0.0,34,New,Eastern Slovakia,35,0,0,0,2,1,0.9403948897412423
C01643,2.0,0.0,0.0,0.0,20.0,0.0,0.0,0.5,999.0,222.0,0.0,0.0,18,Regular,Central Slovakia,17,0,0,1,2,1,0.8878378843527901
C02102,2.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,999.0,7.0,0.0,0.0,18,New,Bratislava,17,0,1,4,5,0,0.8875022935059342
C02145,1.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,999.0,65.0,0.0,0.0,29,Regular,Czech Republic,40,1,0,3,7,1,0.846654181116181
C01047,3.0,1.0,147.55,2.0,19.0,0.3333333333333333,0.3333333333333333,0.0,125.0,125.0,0.10526315789473684,1.0,32,Loyal,Czech Republic,11,0,0,2,7,1,0.8267542655568565
C01902,2.0,1.0,175.44,1.0,9.0,0.5,0.0,1.0,296.0,296.0,0.1111111111111111,1.0,51,Regular,Czech Republic,4,1,0,2,10,0,0.8015188701935163
C02037,1.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,999.0,349.0,0.0,0.0,32,At-Risk,Bratislava,24,0,1,0,0,1,0.9450726530865752
C00530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,57,New,Czech Republic,31,0,1,1,2,1,0.9167225316971686
C01189,1.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,999.0,170.0,0.0,0.0,45,New,Bratislava,35,0,0,0,2,1,0.9056704570546187
C00769,2.0,0.0,0.0,1.0,9.0,0.0,0.5,0.0,999.0,170.0,0.1111111111111111,0.0,23,Regular,Bratislava,55,0,0,0,3,1,0.8965898721288675
C01331,3.0,0.0,0.0,0.0,20.0,0.0,0.3333333333333333,0.0,999.0,186.0,0.0,0.0,18,Loyal,Czech Republic,38,0,1,4,12,0,0.6534341468471844
C00116,6.0,0.0,0.0,2.0,49.0,0.3333333333333333,0.0,0.3333333333333333,999.0,65.0,0.04081632653061224,0.0,32,Loyal,Central Slovakia,58,0,1,5,7,1,0.4900243827054736
C01190,3.0,0.0,0.0,0.0,9.0,0.0,0.6666666666666666,0.3333333333333333,999.0,12.0,0.0,0.0,36,Regular,Central Slovakia,51,0,1,1,7,0,0.7777800968510991
C01413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,19,At-Risk,Central Slovakia,51,0,1,0,0,1,0.9613456506233089
C02077,4.0,0.0,0.0,0.0,17.0,0.25,0.5,0.0,999.0,173.0,0.0,0.0,38,New,Western Slovakia,55,0,0,2,6,0,0.8277385436541563
C01445,2.0,1.0,507.68,1.0,16.0,0.0,0.5,0.0,167.0,167.0,0.0625,1.0,36,Loyal,Bratislava,29,0,1,4,3,1,0.7619428308608975
C01146,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,999.0,119.0,0.0,0.0,46,At-Risk,Central Slovakia,41,0,1,0,0,1,0.9534967119236026
C01400,1.0,1.0,280.71,2.0,3.0,1.0,0.0,1.0,339.0,339.0,0.6666666666666666,1.0,21,Loyal,Eastern Slovakia,11,1,0,2,9,0,0.7019167194905273
C01295,2.0,0.0,0.0,1.0,14.0,0.0,0.5,0.5,999.0,186.0,0.07142857142857142,0.0,41,Regular,Central Slovakia,44,1,0,2,5,1,0.7907232752062939
C01997,2.0,0.0,0.0,1.0,26.0,0.0,0.0,1.0,999.0,67.0,0.038461538461538464,0.0,42,Loyal,Central Slovakia,28,0,1,3,1,0,0.6690333966091436
C00275,2.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,999.0,9.0,0.0,0.0,57,At-Risk,Bratislava,65,1,0,2,2,1,0.929945407773276
C01660,3.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,999.0,113.0,0.0,0.0,40,Loyal,Central Slovakia,29,1,1,3,16,0,0.5153390245923423
C01731,2.0,1.0,203.7,1.0,11.0,0.0,0.5,0.0,79.0,79.0,0.09090909090909091,1.0,37,New,Bratislava,47,1,1,4,1,0,0.8680127802063224
C00632,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,999.0,99.0,0.0,0.0,69,New,Central Slovakia,29,0,0,0,2,1,0.922098356323535
C01878,2.0,0.0,0.0,0.0,14.0,0.0,0.5,1.0,999.0,110.0,0.0,0.0,60,Regular,Central Slovakia,16,0,1,1,3,0,0.8145400104813596
C01676,3.0,0.0,0.0,0.0,23.0,0.0,0.3333333333333333,0.3333333333333333,999.0,215.0,0.0,0.0,19,Regular,Western Slovakia,62,1,0,0,6,0,0.8182582452182907
C01847,3.0,1.0,223.94,1.0,7.0,0.6666666666666666,0.3333333333333333,0.0,118.0,16.0,0.14285714285714285,1.0,38,Regular,Eastern Slovakia,26,0,1,1,3,1,0.8830816515260308
C00449,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,999.0,111.0,0.0,0.0,51,Regular,Eastern Slovakia,14,0,0,0,2,1,0.9182385445920984
C00074,1.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,999.0,11.0,0.0,0.0,44,New,Eastern Slovakia,4,0,1,2,2,1,0.9095504900535208
C00736,2.0,0.0,0.0,0.0,19.0,0.0,0.0,1.0,999.0,13.0,0.0,0.0,40,New,Eastern Slovakia,71,0,1,1,3,1,0.865374980785743
C01968,3.0,0.0,0.0,0.0,26.0,0.3333333333333333,0.0,1.0,999.0,73.0,0.0,0.0,37,New,Bratislava,51,0,1,0,5,0,0.8575341053172568
C01760,1.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,999.0,346.0,0.0,0.0,39,Regular,Eastern Slovakia,67,1,0,8,2,0,0.6827397912154596
C01915,6.0,3.0,634.72,1.0,44.0,0.16666666666666666,0.3333333333333333,0.0,296.0,101.0,0.022727272727272728,1.0,52,Regular,Eastern Slovakia,15,1,0,4,9,1,0.7386190769153487
C02045,6.0,2.0,565.84,2.0,63.0,0.0,0.3333333333333333,0.8333333333333334,40.0,40.0,0.031746031746031744,1.0,21,Loyal,Eastern Slovakia,26,1,1,2,16,1,0.610114357883936
C01887,3.0,0.0,0.0,1.0,19.0,0.0,0.6666666666666666,0.3333333333333333,999.0,35.0,0.05263157894736842,0.0,25,Regular,Western Slovakia,61,0,1,2,6,0,0.7678497531353976
C02078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,39,Loyal,Bratislava,3,1,0,1,2,1,0.789498687150579
C01255,2.0,2.0,444.31,1.0,10.0,0.0,0.5,0.0,20.0,20.0,0.1,1.0,29,Loyal,Central Slovakia,64,1,0,4,12,0,0.6726686197036457
C00686,1.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,999.0,180.0,0.0,0.0,32,Regular,Western Slovakia,37,0,1,3,16,1,0.7323180219009837
C01789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,42,Regular,Eastern Slovakia,53,0,0,2,1,1,0.9104234700941279
C00659,2.0,0.0,0.0,0.0,4.0,0.5,0.5,0.0,999.0,17.0,0.0,0.0,53,At-Risk,Western Slovakia,24,0,0,1,2,1,0.9427006852470277
C02116,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,999.0,2.0,0.0,0.0,35,New,Central Slovakia,56,0,0,1,4,1,0.9131142378794773
C00809,2.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,999.0,178.0,0.058823529411764705,0.0,34,New,Western Slovakia,23,1,1,2,2,0,0.8183693446100425
C01817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,46,New,Bratislava,62,0,1,1,2,1,0.9102730520540663
C00379,2.0,0.0,0.0,0.0,11.0,0.5,0.0,1.0,999.0,98.0,0.0,0.0,57,New,Eastern Slovakia,21,0,1,1,7,0,0.8383026165341654
C00219,1.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,999.0,29.0,0.0,0.0,36,Regular,Eastern Slovakia,46,0,0,1,2,0,0.8837266881460147
C00851,3.0,0.0,0.0,0.0,19.0,0.3333333333333333,0.0,0.3333333333333333,999.0,130.0,0.0,0.0,34,At-Risk,Central Slovakia,2,0,0,0,1,0,0.9525763336455095
C01098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,44,Regular,Central Slovakia,56,0,1,4,1,1,0.8420223476483413
C01536,2.0,0.0,0.0,1.0,14.0,0.5,0.5,0.0,999.0,96.0,0.07142857142857142,0.0,26,At-Risk,Western Slovakia,6,0,0,1,7,1,0.9471823988515282
C00065,1.0,2.0,587.36,0.0,11.0,0.0,0.0,1.0,190.0,190.0,0.0,1.0,47,Regular,Bratislava,57,0,1,4,7,1,0.8089696039226204
C01646,4.0,1.0,213.7,1.0,24.0,0.0,0.25,0.0,184.0,11.0,0.041666666666666664,1.0,39,Regular,Western Slovakia,66,1,0,3,25,1,0.701661098716737
C00312,1.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,999.0,171.0,0.0625,0.0,43,Regular,Western Slovakia,51,0,0,6,1,1,0.8357362352197288
C00832,2.0,1.0,180.29,1.0,20.0,0.0,0.5,0.5,254.0,190.0,0.05,1.0,57,New,Western Slovakia,51,0,0,2,2,1,0.9127076241622166
C02018,1.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,999.0,108.0,0.3333333333333333,0.0,30,Loyal,Eastern Slovakia,37,0,0,0,1,1,0.7881546314537059
C00315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,48,Regular,Western Slovakia,62,1,1,3,12,1,0.7443054837065501
C02023,1.0,1.0,156.95,3.0,8.0,0.0,0.0,0.0,342.0,342.0,0.375,1.0,40,Loyal,Czech Republic,42,1,0,6,15,0,0.6418048399526489
C00998,3.0,1.0,203.02,1.0,16.0,0.0,0.3333333333333333,0.3333333333333333,230.0,43.0,0.0625,1.0,39,Loyal,Western Slovakia,50,1,1,6,9,0,0.465310921587864
C02014,2.0,1.0,271.22,1.0,14.0,0.0,0.5,0.0,93.0,93.0,0.07142857142857142,1.0,38,Loyal,Bratislava,47,0,1,4,22,1,0.699662445123088
C01286,1.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,999.0,187.0,0.0,0.0,41,Loyal,Czech Republic,63,1,1,5,15,0,0.5872982064971359
C00246,2.0,0.0,0.0,1.0,16.0,0.5,0.0,0.0,999.0,91.0,0.0625,0.0,23,Regular,Central Slovakia,59,1,1,4,22,1,0.6533428480619448
C00142,2.0,0.0,0.0,1.0,14.0,0.5,0.0,0.5,999.0,99.0,0.07142857142857142,0.0,26,Loyal,Western Slovakia,30,0,1,3,5,1,0.6117814714901205
C02087,3.0,1.0,195.64,1.0,12.0,0.0,0.6666666666666666,0.0,256.0,174.0,0.08333333333333333,1.0,37,New,Bratislava,48,1,0,5,15,1,0.7863210664256644
C01976,1.0,1.0,454.86,0.0,12.0,0.0,0.0,0.0,179.0,179.0,0.0,1.0,47,Loyal,Bratislava,34,1,0,4,5,1,0.7695103487869581
C00435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,49,New,Eastern Slovakia,24,0,1,7,1,1,0.846520560190041
C01639,2.0,0.0,0.0,0.0,13.0,0.0,0.5,0.5,999.0,166.0,0.0,0.0,38,At-Risk,Western Slovakia,58,0,1,3,3,1,0.9097444780700576
C02058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,18,Regular,Bratislava,13,1,0,3,7,0,0.8406135891130726
C01285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,39,Loyal,Bratislava,11,1,1,1,9,1,0.7154912778319404
C02024,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,999.0,165.0,0.0,0.0,37,Loyal,Central Slovakia,36,1,0,5,9,0,0.6131159898086859
C00540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,29,Regular,Bratislava,61,0,1,2,11,1,0.8551830042223139
C00534,2.0,0.0,0.0,0.0,8.0,0.5,0.5,0.0,999.0,99.0,0.0,0.0,43,Regular,Bratislava,12,0,1,2,8,1,0.8349195512877768
C00608,4.0,1.0,137.53,2.0,31.0,0.0,0.25,1.0,310.0,108.0,0.06451612903225806,1.0,43,Regular,Central Slovakia,70,0,0,6,1,1,0.7533776590850638
C01348,2.0,0.0,0.0,0.0,10.0,0.5,0.0,0.5,999.0,99.0,0.0,0.0,29,At-Risk,Czech Republic,37,0,0,6,3,1,0.910743471180349
C00332,3.0,1.0,367.82,2.0,21.0,0.0,0.6666666666666666,0.3333333333333333,170.0,67.0,0.09523809523809523,1.0,46,Loyal,Czech Republic,60,0,0,2,13,1,0.7570200710093798
C00937,5.0,2.0,501.79,5.0,52.0,0.0,0.2,0.2,269.0,19.0,0.09615384615384616,1.0,24,Loyal,Bratislava,68,1,0,3,19,1,0.5480433588810442
C00233,4.0,0.0,0.0,0.0,36.0,0.25,0.0,0.0,999.0,114.0,0.0,0.0,42,New,Eastern Slovakia,67,0,1,7,3,1,0.8084439273645089
C01395,3.0,0.0,0.0,0.0,20.0,0.6666666666666666,0.0,0.0,999.0,101.0,0.0,0.0,18,New,Western Slovakia,64,1,1,1,3,1,0.8096751834743796
C01898,3.0,1.0,284.36,1.0,17.0,0.0,0.3333333333333333,0.0,188.0,31.0,0.058823529411764705,1.0,43,Loyal,Eastern Slovakia,5,1,1,5,10,1,0.6048252415970232
C00017,2.0,0.0,0.0,0.0,17.0,0.0,0.0,1.0,999.0,76.0,0.0,0.0,42,Loyal,Bratislava,69,0,0,2,10,1,0.6860010032658374
C00763,3.0,0.0,0.0,2.0,22.0,0.0,0.6666666666666666,0.0,999.0,156.0,0.09090909090909091,0.0,47,Loyal,Czech Republic,46,1,0,2,10,1,0.6695538244032038
C02166,3.0,1.0,327.53,0.0,22.0,0.3333333333333333,0.0,0.0,179.0,2.0,0.0,1.0,53,Loyal,Bratislava,36,0,0,1,4,1,0.8426127142338208
C01882,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,999.0,310.0,0.0,0.0,55,Regular,Czech Republic,17,0,1,1,2,0,0.8936438080148396
C01030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,51,New,Czech Republic,55,0,0,3,9,1,0.9006607904989173
C00011,2.0,0.0,0.0,0.0,15.0,0.5,0.0,0.0,999.0,2.0,0.0,0.0,49,Loyal,Western Slovakia,43,1,1,8,7,0,0.42686964070891764
C00754,4.0,2.0,854.0899999999999,1.0,31.0,0.25,0.25,0.0,86.0,86.0,0.03225806451612903,1.0,63,Loyal,Western Slovakia,71,1,1,6,8,0,0.46267839181498427
C02031,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,999.0,179.0,0.0,0.0,54,New,Eastern Slovakia,67,0,1,2,9,1,0.887986399061063
C00751,2.0,1.0,201.53,1.0,16.0,0.5,0.0,0.0,999.0,0.0,0.0625,1.0,38,Loyal,Bratislava,70,1,1,6,9,0,0.4264775237159291
C00459,2.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,999.0,100.0,0.0,0.0,42,New,Central Slovakia,67,0,1,1,16,1,0.8419739154494095
C02125,2.0,1.0,131.46,1.0,11.0,0.0,0.5,0.5,349.0,225.0,0.09090909090909091,1.0,38,Regular,Western Slovakia,67,0,1,2,2,0,0.838246368998346
C00928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,43,Regular,Eastern Slovakia,41,0,1,2,5,1,0.8811808545032205
C00357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,41,Regular,Western Slovakia,66,1,0,0,1,1,0.8723760287967315
C00715,1.0,0.0,0.0,1.0,32.0,0.0,0.0,0.0,999.0,156.0,0.03125,0.0,35,New,Central Slovakia,66,1,0,1,3,1,0.9255597972477116
C00127,3.0,0.0,0.0,2.0,33.0,0.0,0.0,0.0,999.0,110.0,0.06060606060606061,0.0,56,Loyal,Eastern Slovakia,54,1,1,7,15,1,0.47935290687328796
C00165,1.0,1.0,178.58,1.0,4.0,0.0,1.0,0.0,269.0,269.0,0.25,1.0,48,Regular,Western Slovakia,2,0,0,5,3,1,0.8813850776035177
C01603,1.0,1.0,239.5,0.0,23.0,0.0,0.0,1.0,36.0,36.0,0.0,1.0,53,Regular,Eastern Slovakia,64,0,1,5,43,1,0.756613400343293
C02163,2.0,0.0,0.0,3.0,9.0,1.0,0.0,0.5,999.0,299.0,0.3333333333333333,0.0,54,Loyal,Western Slovakia,57,1,1,5,6,0,0.4120338247353668
C00916,2.0,3.0,1244.37,2.0,15.0,0.0,0.5,1.0,82.0,82.0,0.13333333333333333,1.0,52,Loyal,Czech Republic,66,0,1,7,18,1,0.4013505747538401
