campaign_id,impressions,clicks,conversions,revenue,spend,reached_customers,responders,channel_id,objective,start_date_key,duration_days,budget,CTR,CVR,response_rate,CPC,CAC,ROAS,profit,spend_per_customer
CMP-035,292,17,5,779.96,230.0,49,5,3,Retention,20250914,38,230.0,0.05821917808219178,0.29411764705882354,0.10204081632653061,13.529411764705882,46.0,3.391130434782609,549.96,4.6938775510204085
CMP-036,146,29,7,1774.96,360.01,45,7,1,Acquisition,20250320,37,360.0,0.19863013698630136,0.2413793103448276,0.15555555555555556,12.414137931034482,51.43,4.930307491458571,1414.95,8.000222222222222
CMP-037,493,9,1,165.71,210.02,42,1,4,Brand,20251006,15,210.0,0.018255578093306288,0.1111111111111111,0.023809523809523808,23.33555555555556,210.02,0.7890200933244453,-44.31,5.00047619047619
CMP-038,143,13,1,229.59,480.02,34,1,1,Acquisition,20250318,26,480.0,0.09090909090909091,0.07692307692307693,0.029411764705882353,36.924615384615386,480.02,0.47829257114286905,-250.42999999999998,14.118235294117646
CMP-039,198,23,7,1400.3,610.0,28,6,1,Brand,20251007,35,610.0,0.11616161616161616,0.30434782608695654,0.21428571428571427,26.52173913043478,87.14285714285714,2.2955737704918033,790.3,21.785714285714285
CMP-040,216,26,3,767.86,610.02,40,3,1,Acquisition,20240514,20,610.0,0.12037037037037036,0.11538461538461539,0.075,23.462307692307693,203.34,1.2587456148978722,157.84000000000003,15.250499999999999
CMP-041,191,15,5,1073.67,150.1,61,5,2,Acquisition,20250507,37,150.0,0.07853403141361257,0.3333333333333333,0.08196721311475409,10.006666666666666,30.02,7.153031312458362,923.57,2.460655737704918
CMP-042,265,3,0,0.0,110.05000000000001,29,0,4,Acquisition,20250817,26,110.0,0.011320754716981131,0.0,0.0,36.68333333333334,,0.0,-110.05000000000001,3.794827586206897
CMP-043,557,1,9,2867.6800000000003,840.04,45,7,5,Retention,20251219,41,840.0,0.0017953321364452424,9.0,0.15555555555555556,840.04,93.33777777777777,3.4137422027522506,2027.6400000000003,18.667555555555555
CMP-044,225,19,2,490.03999999999996,230.02,43,2,2,Acquisition,20240123,41,230.0,0.08444444444444445,0.10526315789473684,0.046511627906976744,12.106315789473685,115.01,2.1304234414398744,260.02,5.349302325581395
CMP-045,661,88,33,7702.96,1880.13,126,31,1,Acquisition,20240401,43,1880.0,0.13313161875945537,0.375,0.24603174603174602,21.36511363636364,56.973636363636366,4.097035843266157,5822.83,14.921666666666667
CMP-046,554,35,3,403.84000000000003,450.07,71,3,3,Brand,20250811,15,450.0,0.0631768953068592,0.08571428571428572,0.04225352112676056,12.859142857142857,150.02333333333334,0.8972826449219011,-46.22999999999996,6.339014084507042
CMP-047,413,23,3,494.09,330.02,70,3,3,Acquisition,20240917,35,330.0,0.05569007263922518,0.13043478260869565,0.04285714285714286,14.348695652173912,110.00666666666666,1.4971516877764983,164.07,4.714571428571428
CMP-048,615,31,5,875.95,529.99,79,4,3,Retention,20240825,35,530.0,0.05040650406504065,0.16129032258064516,0.05063291139240506,17.096451612903227,105.998,1.6527670333402518,345.96000000000004,6.70873417721519
CMP-049,159,12,2,409.54999999999995,150.01,35,2,2,Retention,20241206,24,150.0,0.07547169811320754,0.16666666666666666,0.05714285714285714,12.500833333333333,75.005,2.7301513232451167,259.53999999999996,4.286
CMP-050,766,38,6,1170.16,650.03,101,6,3,Retention,20240115,13,650.0,0.04960835509138381,0.15789473684210525,0.0594059405940594,17.106052631578947,108.33833333333332,1.8001630693967974,520.1300000000001,6.435940594059406
CMP-051,198,31,12,2965.69,469.94,52,11,1,Retention,20240514,18,470.0,0.15656565656565657,0.3870967741935484,0.21153846153846154,15.159354838709678,39.16166666666667,6.310784355449632,2495.75,9.037307692307692
CMP-052,143,23,10,2526.08,320.02,46,9,1,Brand,20251113,26,320.0,0.16083916083916083,0.43478260869565216,0.1956521739130435,13.91391304347826,32.001999999999995,7.893506655834011,2206.06,6.95695652173913
CMP-053,555,6,6,1818.0,1070.0,24,5,5,Retention,20240714,39,1070.0,0.010810810810810811,1.0,0.20833333333333334,178.33333333333334,178.33333333333334,1.6990654205607476,748.0,44.583333333333336
CMP-054,114,15,8,1883.5500000000002,240.07,38,8,1,Retention,20241007,41,240.0,0.13157894736842105,0.5333333333333333,0.21052631578947367,16.004666666666665,30.00875,7.845836630982631,1643.4800000000002,6.317631578947368
CMP-055,45,5,2,335.12,29.990000000000002,18,2,2,Acquisition,20241122,41,30.0,0.1111111111111111,0.4,0.1111111111111111,5.998,14.995000000000001,11.174391463821273,305.13,1.6661111111111113
CMP-056,178,21,12,3291.8599999999997,420.08,41,10,1,Retention,20241117,42,420.0,0.11797752808988764,0.5714285714285714,0.24390243902439024,20.003809523809522,35.00666666666667,7.836269282041515,2871.7799999999997,10.245853658536586
CMP-057,153,13,3,873.25,299.92,35,2,1,Acquisition,20240706,10,300.0,0.08496732026143791,0.23076923076923078,0.05714285714285714,23.070769230769233,99.97333333333334,2.911609762603361,573.3299999999999,8.569142857142857
CMP-058,525,3,15,4423.35,830.03,38,12,5,Retention,20241110,44,830.0,0.005714285714285714,5.0,0.3157894736842105,276.6766666666667,55.33533333333333,5.329144729708565,3593.3200000000006,21.842894736842105
CMP-059,106,17,14,3793.59,340.01,22,11,1,Retention,20240912,28,340.0,0.16037735849056603,0.8235294117647058,0.5,20.000588235294117,24.28642857142857,11.157289491485546,3453.58,15.455
CMP-060,160,22,8,1927.3,99.97,70,7,2,Cross-sell,20250803,10,100.0,0.1375,0.36363636363636365,0.1,4.544090909090909,12.49625,19.278783635090527,1827.33,1.4281428571428572
CMP-061,689,11,1,187.91,260.02,66,1,4,Retention,20240723,11,260.0,0.015965166908563134,0.09090909090909091,0.015151515151515152,23.638181818181817,260.02,0.7226751788323975,-72.10999999999999,3.9396969696969695
CMP-062,362,39,25,5744.97,769.99,120,23,1,Retention,20251226,16,770.0,0.10773480662983426,0.6410256410256411,0.19166666666666668,19.743333333333332,30.7996,7.461096897362304,4974.9800000000005,6.4165833333333335
CMP-063,631,86,17,3742.87,1599.95,118,15,1,Acquisition,20250423,16,1600.0,0.13629160063391443,0.19767441860465115,0.1271186440677966,18.60406976744186,94.11470588235295,2.3393668552142253,2142.92,13.558898305084746
CMP-064,188,17,7,1300.63,159.94,52,5,2,Cross-sell,20241223,11,160.0,0.09042553191489362,0.4117647058823529,0.09615384615384616,9.408235294117647,22.84857142857143,8.131986995123173,1140.69,3.0757692307692306
CMP-065,299,50,17,4233.85,669.79,83,15,1,Brand,20250214,21,670.0,0.16722408026755853,0.34,0.18072289156626506,13.3958,39.39941176470588,6.321160363696085,3564.0600000000004,8.069759036144578
CMP-066,230,25,9,2314.87,569.94,55,8,1,Retention,20240301,27,570.0,0.10869565217391304,0.36,0.14545454545454545,22.797600000000003,63.326666666666675,4.061602975751833,1744.9299999999998,10.362545454545456
CMP-067,193,13,0,0.0,130.0,37,0,3,Acquisition,20250701,18,130.0,0.06735751295336788,0.0,0.0,10.0,,0.0,-130.0,3.5135135135135136
CMP-068,126,15,7,1674.0,279.96,41,7,1,Retention,20250205,32,280.0,0.11904761904761904,0.4666666666666667,0.17073170731707318,18.663999999999998,39.99428571428571,5.979425632233177,1394.04,6.828292682926829
CMP-069,347,15,3,542.46,219.99,67,3,3,Acquisition,20250511,34,220.0,0.043227665706051875,0.2,0.04477611940298507,14.666,73.33,2.465839356334379,322.47,3.2834328358208955
CMP-070,4735,34,62,19845.829999999998,6570.4,449,54,5,Retention,20240623,22,6570.0,0.007180570221752904,1.8235294117647058,0.12026726057906459,193.24705882352941,105.97419354838709,3.020490381103129,13275.429999999998,14.633407572383073
CMP-071,390,45,11,2587.33,910.01,90,10,1,Acquisition,20250505,10,910.0,0.11538461538461539,0.24444444444444444,0.1111111111111111,20.222444444444445,82.72818181818182,2.84318853638971,1677.32,10.111222222222223
CMP-072,174,27,11,2681.55,330.01,54,9,1,Retention,20240513,18,330.0,0.15517241379310345,0.4074074074074074,0.16666666666666666,12.222592592592592,30.00090909090909,8.125662858701252,2351.54,6.111296296296296
CMP-073,293,33,6,1517.43,710.05,62,6,1,Brand,20250105,30,710.0,0.11262798634812286,0.18181818181818182,0.0967741935483871,21.516666666666666,118.34166666666665,2.1370748538835294,807.3800000000001,11.452419354838709
CMP-074,311,32,5,1174.6100000000001,940.07,62,5,1,Acquisition,20240424,21,940.0,0.10289389067524116,0.15625,0.08064516129032258,29.3771875,188.014,1.2494920591019818,234.54000000000008,15.162419354838711
CMP-075,95,11,5,1202.4,69.96,45,5,2,Retention,20250103,29,70.0,0.11578947368421053,0.45454545454545453,0.1111111111111111,6.359999999999999,13.991999999999999,17.186963979416813,1132.44,1.5546666666666664
CMP-076,204,12,1,195.64,159.95000000000002,72,1,2,Acquisition,20250918,39,160.0,0.058823529411764705,0.08333333333333333,0.013888888888888888,13.329166666666667,159.95000000000002,1.2231322288215065,35.68999999999997,2.221527777777778
CMP-077,193,26,7,1621.04,520.02,44,6,1,Acquisition,20240215,36,520.0,0.13471502590673576,0.2692307692307692,0.13636363636363635,20.00076923076923,74.28857142857143,3.1172647205876696,1101.02,11.818636363636363
CMP-078,83,7,2,300.69,69.99,27,2,2,Retention,20240124,30,70.0,0.08433734939759036,0.2857142857142857,0.07407407407407407,9.998571428571427,34.995,4.296185169309902,230.7,2.592222222222222
CMP-079,180,28,19,4827.83,320.05,62,17,1,Cross-sell,20250925,10,320.0,0.15555555555555556,0.6785714285714286,0.27419354838709675,11.430357142857144,16.844736842105263,15.084611779409466,4507.78,5.162096774193548
CMP-080,386,30,5,1066.95,320.05,67,5,3,Brand,20251127,35,320.0,0.07772020725388601,0.16666666666666666,0.07462686567164178,10.668333333333333,64.01,3.3336978597094205,746.9000000000001,4.776865671641791
CMP-081,128,10,2,528.06,90.0,44,2,2,Acquisition,20251112,19,90.0,0.078125,0.2,0.045454545454545456,9.0,45.0,5.867333333333333,438.05999999999995,2.0454545454545454
CMP-082,327,21,4,556.73,299.96,56,4,3,Acquisition,20241019,22,300.0,0.06422018348623854,0.19047619047619047,0.07142857142857142,14.283809523809524,74.99,1.8560141352180293,256.77000000000004,5.356428571428571
CMP-083,536,26,7,1493.84,440.03,80,6,3,Retention,20251021,33,440.0,0.048507462686567165,0.2692307692307692,0.075,16.924230769230768,62.86142857142857,3.3948594414017226,1053.81,5.500375
CMP-084,238,22,11,2161.55,239.99,46,11,2,Retention,20251023,38,240.0,0.09243697478991597,0.5,0.2391304347826087,10.908636363636363,21.817272727272726,9.00683361806742,1921.5600000000002,5.217173913043479
CMP-085,232,4,0,0.0,200.0,37,0,3,Cross-sell,20250612,34,200.0,0.017241379310344827,0.0,0.0,50.0,,0.0,-200.0,5.405405405405405
CMP-086,74,12,8,2445.43,139.98,32,7,1,Cross-sell,20241006,18,140.0,0.16216216216216217,0.6666666666666666,0.21875,11.665,17.4975,17.469852836119447,2305.45,4.374375
CMP-087,288,23,5,735.55,249.99,41,5,3,Brand,20241109,24,250.0,0.0798611111111111,0.21739130434782608,0.12195121951219512,10.869130434782608,49.998000000000005,2.942317692707708,485.55999999999995,6.097317073170732
CMP-088,553,49,14,2256.32,610.04,110,12,2,Acquisition,20240908,20,610.0,0.08860759493670886,0.2857142857142857,0.10909090909090909,12.449795918367347,43.574285714285715,3.698642711953315,1646.2800000000002,5.5458181818181815
CMP-089,272,12,1,175.44,229.98000000000002,43,1,3,Brand,20240217,24,230.0,0.04411764705882353,0.08333333333333333,0.023255813953488372,19.165000000000003,229.98000000000002,0.7628489433863813,-54.54000000000002,5.348372093023256
CMP-090,355,17,2,191.5,279.89,58,2,3,Brand,20250203,35,280.0,0.04788732394366197,0.11764705882352941,0.034482758620689655,16.464117647058824,139.945,0.6841973632498481,-88.38999999999999,4.825689655172414
CMP-091,263,17,2,416.03999999999996,199.9,40,2,3,Acquisition,20240402,43,200.0,0.06463878326996197,0.11764705882352941,0.05,11.758823529411766,99.95,2.081240620310155,216.13999999999996,4.9975000000000005
CMP-092,306,18,4,674.82,289.98,38,3,3,Acquisition,20251215,21,290.0,0.058823529411764705,0.2222222222222222,0.07894736842105263,16.11,72.495,2.3271260086902545,384.84000000000003,7.631052631578948
CMP-093,119,17,7,1699.53,239.98,29,7,1,Cross-sell,20240726,19,240.0,0.14285714285714285,0.4117647058823529,0.2413793103448276,14.116470588235293,34.28285714285714,7.081965163763647,1459.55,8.275172413793102
CMP-094,109,11,5,927.58,59.95,50,5,2,Retention,20240307,40,60.0,0.10091743119266056,0.45454545454545453,0.1,5.45,11.99,15.47256046705588,867.63,1.199
CMP-095,109,14,3,695.69,249.97,36,3,1,Acquisition,20251125,12,250.0,0.12844036697247707,0.21428571428571427,0.08333333333333333,17.855,83.32333333333334,2.7830939712765534,445.72,6.943611111111111
CMP-096,403,60,20,5458.51,879.9399999999999,96,18,1,Acquisition,20240322,21,880.0,0.1488833746898263,0.3333333333333333,0.1875,14.665666666666665,43.997,6.203275223310681,4578.570000000001,9.166041666666667
CMP-097,219,21,9,1993.08,539.96,45,8,1,Retention,20241019,43,540.0,0.0958904109589041,0.42857142857142855,0.17777777777777778,25.712380952380954,59.99555555555556,3.6911623083191345,1453.12,11.999111111111112
CMP-098,284,14,2,278.08000000000004,210.09,46,2,3,Brand,20250703,40,210.0,0.04929577464788732,0.14285714285714285,0.043478260869565216,15.006428571428572,105.045,1.3236232091008617,67.99000000000004,4.5671739130434785
CMP-099,264,7,0,0.0,220.01,43,0,3,Cross-sell,20250315,37,220.0,0.026515151515151516,0.0,0.0,31.43,,0.0,-220.01,5.116511627906976
CMP-100,750,14,4,525.56,330.0,58,4,4,Brand,20250409,40,330.0,0.018666666666666668,0.2857142857142857,0.06896551724137931,23.571428571428573,82.5,1.5926060606060604,195.55999999999995,5.689655172413793
CMP-101,601,47,10,1795.15,439.91,108,10,3,Retention,20250217,16,440.0,0.07820299500831947,0.2127659574468085,0.09259259259259259,9.359787234042553,43.991,4.080721056579755,1355.24,4.073240740740741
CMP-102,358,4,1,116.78,139.96,27,1,4,Cross-sell,20250104,9,140.0,0.0111731843575419,0.25,0.037037037037037035,34.99,139.96,0.8343812517862246,-23.180000000000007,5.183703703703704
CMP-103,823,14,3,298.37,369.87,55,3,4,Acquisition,20251025,39,370.0,0.01701093560145808,0.21428571428571427,0.05454545454545454,26.419285714285714,123.29,0.8066888366182713,-71.5,6.724909090909091
CMP-104,63,7,4,1121.99,110.01,20,4,1,Retention,20250611,25,110.0,0.1111111111111111,0.5714285714285714,0.2,15.715714285714286,27.5025,10.198981910735387,1011.98,5.500500000000001
CMP-105,734,41,7,1091.33,619.99,93,6,3,Brand,20240224,16,620.0,0.055858310626702996,0.17073170731707318,0.06451612903225806,15.12170731707317,88.57000000000001,1.760238068355941,471.3399999999999,6.666559139784947
CMP-106,113,11,4,687.0799999999999,70.06,45,4,2,Cross-sell,20250106,25,70.0,0.09734513274336283,0.36363636363636365,0.08888888888888889,6.369090909090909,17.515,9.8070225520982,617.02,1.556888888888889
CMP-107,69,8,2,425.95,120.05,21,2,1,Cross-sell,20240625,38,120.0,0.11594202898550725,0.25,0.09523809523809523,15.00625,60.025,3.5481049562682214,305.9,5.716666666666667
CMP-108,199,2,4,1423.88,239.99,24,3,5,Acquisition,20241115,25,240.0,0.010050251256281407,2.0,0.125,119.995,59.9975,5.933080545022709,1183.89,9.999583333333334
CMP-109,446,49,19,3729.73,1299.8799999999999,74,17,1,Acquisition,20241224,30,1300.0,0.10986547085201794,0.3877551020408163,0.22972972972972974,26.52816326530612,68.41473684210526,2.869287934270856,2429.8500000000004,17.565945945945945
CMP-110,102,2,2,493.49,120.0,19,2,5,Cross-sell,20240413,26,120.0,0.0196078431372549,1.0,0.10526315789473684,60.0,60.0,4.112416666666666,373.49,6.315789473684211
CMP-111,614,12,6,759.87,250.02,55,6,4,Acquisition,20240907,25,250.0,0.019543973941368076,0.5,0.10909090909090909,20.835,41.67,3.039236861051116,509.85,4.545818181818182
CMP-112,500,10,0,0.0,200.0,37,0,4,Acquisition,20250202,43,200.0,0.02,0.0,0.0,20.0,,0.0,-200.0,5.405405405405405
CMP-113,436,21,3,425.23,420.0,43,3,3,Cross-sell,20240114,42,420.0,0.0481651376146789,0.14285714285714285,0.06976744186046512,20.0,140.0,1.012452380952381,5.230000000000018,9.767441860465116
CMP-114,408,15,0,0.0,459.98,33,0,3,Acquisition,20250804,23,460.0,0.03676470588235294,0.0,0.0,30.665333333333333,,0.0,-459.98,13.93878787878788
CMP-115,83,9,4,774.79,60.01,28,4,2,Acquisition,20240815,37,60.0,0.10843373493975904,0.4444444444444444,0.14285714285714285,6.667777777777777,15.0025,12.911014830861523,714.78,2.1432142857142855
CMP-116,142,9,3,842.23,120.08,36,2,2,Acquisition,20250620,34,120.0,0.06338028169014084,0.3333333333333333,0.05555555555555555,13.342222222222222,40.026666666666664,7.013907395069953,722.15,3.3355555555555556
CMP-117,843,20,2,362.13,340.03000000000003,65,2,4,Acquisition,20250705,11,340.0,0.02372479240806643,0.1,0.03076923076923077,17.0015,170.01500000000001,1.0649942652118929,22.099999999999966,5.23123076923077
CMP-118,121,13,4,668.09,100.02,40,4,2,Acquisition,20240827,39,100.0,0.10743801652892562,0.3076923076923077,0.1,7.693846153846153,25.005,6.679564087182564,568.07,2.5004999999999997
CMP-119,218,12,3,724.8199999999999,170.04,60,3,2,Acquisition,20240803,33,170.0,0.05504587155963303,0.25,0.05,14.17,56.68,4.262644083745001,554.78,2.834
CMP-120,243,0,5,1900.8899999999999,279.99,41,5,5,Retention,20250508,39,280.0,0.0,,0.12195121951219512,,55.998000000000005,6.789135326261651,1620.8999999999999,6.8290243902439025
